source,sample_date,analyte,data,uniqueID
OCEAN#18_SL,2020/11/16,COLI_E,<10,23776E8997E790E4699A47A5CDD7E050
OCEAN#15_SL,2020/12/28,COLI_TOTAL,20,360AA25F1160F7CADD3E6E9EAC3EE251
OCEAN#15_SL,2020/12/28,ENTERO,10,FDEF07414135D59BD66C9C9D65EE7826
BAY#220_SL,2021/05/03,COLI_TOTAL,<10,0A38E92A9FA61CBEE5ED4202CD54C554
BAY#301.1_SL,2021/02/16,COLI_TOTAL,359,BC41351A95F9DC61762B3223EF7AE94D
OCEAN#17_SL,2021/01/25,COLI_E,<10,4E169F081FD9B92945AD0DB88BEA0CAB
OCEAN#17_SL,2021/01/25,COLI_TOTAL,20,673966C1D33DE6B0DE1ED697BD82B6AD
OCEAN#16_SL,2020/12/15,COLI_E,20,882B12390579BF14431D063B77601D50
OCEAN#16_SL,2020/12/15,COLI_TOTAL,249,29A01590C6359CC1671993C6ABCDCF7D
OCEAN#16_SL,2020/12/15,ENTERO,<10,0FF460212DBEE565CCB3716AE7A99ABC
OCEAN#16_SL,2020/12/14,COLI_E,63,5E570EFADF281AA6AB895F6561C65D59
OCEAN#16_SL,2020/12/14,COLI_TOTAL,213,8C2B6013EF70ECBC7310E400BE36F67B
OCEAN#16_SL,2020/12/14,ENTERO,121,632D083FF156B84060842012FF11DF41
OCEAN#21.1_SL,2020/11/02,COLI_E,<10,4CA96ABD523BC36F5AC34440C1A8E352
OCEAN#21.1_SL,2020/11/02,COLI_TOTAL,20,ED217A01369E71560F47E4EE9073C12A
OCEAN#21.1_SL,2020/11/02,ENTERO,<10,75292B86C2424493A12D5B95934F8255
OCEAN#17_SL,2021/01/25,ENTERO,<10,5FF4D459BADDBAFB65D0FF29243CE01E
OCEAN#16_SL,2021/01/11,COLI_E,<10,4CC324CC74895F606FC634F8CFD437F6
BAY#301.1_SL,2021/02/16,ENTERO,<10,362A51D067FECF59C916E0EE6FA0D6D7
BAY#300.1_SL,2021/03/15,ENTERO,10,B0E381F41BBCDB3EC0651BB0E42F5510
BAY#202.4_SL,2021/12/06,COLI_FECAL,10,3D477A3BE302A4C662D9F82474E5E4B8
OCEAN#16_SL,2020/12/07,COLI_E,10,E6BB3588C4FF51C7E0E0B725261A9989
OCEAN#16_SL,2021/01/11,COLI_TOTAL,10,39A64513D2663311C7FE2FC6CCD78587
OCEAN#16_SL,2020/12/07,COLI_TOTAL,63,E6C7BF0169ED45347ADF6357C7C8FDAF
OCEAN#17_SL,2020/11/23,COLI_E,<10,563BB60F6D41B8DC4D61A62485E9CC4B
OCEAN#17_SL,2020/11/23,COLI_TOTAL,<10,0B50A2CEF83B76C0D63C4BDC7E6FAC29
OCEAN#17_SL,2020/11/23,ENTERO,<10,5C400C0ED4A1820D75661C38D26890A1
OCEAN#16_SL,2020/12/07,ENTERO,<10,0F0B0C94E2B44EFA21A08B84F82602E4
BAY#202.4_SL,2021/12/06,ENTERO,<10,D8CA3F268ED54C745C09ED470AFEDCF0
BAY#202.5_SL,2021/12/23,COLI_FECAL,80,44C96541CAE6DF0F183593B2B8636842
BAY#301.1_SL,2021/02/01,COLI_E,<10,DCE54AA6342F6D365698E1DDC2306E2B
BAY#301.1_SL,2021/02/01,COLI_TOTAL,4160,8FB19667A3CF0DAE4B77C5297D9E12F9
BAY#301.1_SL,2021/02/01,ENTERO,75,883D89B763C5912FFC4D21F98C74A99F
BAY#211_SL,2021/06/07,COLI_FECAL,10,76A907F8283FB88F030F485E8DAD9C02
BAY#220_SL,2021/05/10,COLI_FECAL,<5,1D29D004F5C46C5172AB0A6097DFA797
BAY#230_SL,2021/04/12,COLI_FECAL,<5,938D207805C62E259E1E8B5D8617D2F4
BAY#230_SL,2021/04/12,COLI_TOTAL,<10,41B8E5A7E797A848B23D92773A24B24B
BAY#230_SL,2021/04/12,ENTERO,<10,49AFAF57E50E8A51CFCB437B5D462537
BAY#220_SL,2021/05/10,COLI_TOTAL,10,413BC0FB4E5F53892CBAE00CF99E3797
BAY#220_SL,2021/05/10,ENTERO,<10,206A4F173B06A05CC13BFEEBE2A9B84C
BAY#211_SL,2021/06/07,COLI_TOTAL,<10,493275988D156AA32720A8C8FCD886DF
BAY#320_SL,2021/03/16,COLI_E,<10,61318685B82CAA2AE9206466CEE93FB8
OCEAN#15_SL,2021/02/16,COLI_E,20,28AA3F7153B51A07E647F18EEEEA44A3
OCEAN#18_SL,2020/11/09,COLI_E,<10,E1B25EEFD978D71615D8CDB1FCEA715E
OCEAN#18_SL,2020/11/09,COLI_TOTAL,313,9308B1E24BC7DE81A09C12978D0676A3
OCEAN#18_SL,2020/11/09,ENTERO,<10,2024D6F54A20425EF048B4AF9CF62969
OCEAN#15_SL,2021/02/16,COLI_TOTAL,855,AD0C653E4EA5F3EEF55B2A180BF82323
OCEAN#15_SL,2021/02/16,ENTERO,20,5A3F514D6E98E690352F220339E45D1A
BAY#320_SL,2021/03/16,COLI_TOTAL,201,D5835A66FB046157C24B843CFBECA2B4
BAY#320_SL,2021/03/16,ENTERO,<10,66A9F5A712E96B0EC8739468B99C6EC0
BAY#320_SL,2021/03/15,COLI_E,95,A8F3EB61104D6F6A9C0ADD8A30D0EEDA
BAY#320_SL,2021/03/15,COLI_TOTAL,8664,65CD04D8423B4C82561CE9A0FED36957
OCEAN#15_SL,2021/01/04,COLI_E,52,28F07685A36A37F26E67DA3692B885CF
OCEAN#15_SL,2021/01/04,COLI_TOTAL,3448,14397B059AB4F129105D89D072FE7380
OCEAN#15_SL,2021/01/04,ENTERO,52,E3AE2B637F4977FBE97CD39E928C530A
BAY#320_SL,2021/03/15,ENTERO,146,71D9C710F5CCCE5B19347DBF4CCA1DEB
BAY#230_SL,2021/06/07,ENTERO,<10,D6EC764E8ADB23D1630DC494178C52CC
BAY#202.5_SL,2021/09/27,COLI_TOTAL,<10,A15255F9E58AF7B4B3AC30AE20A126D5
BAY#202.5_SL,2021/12/23,ENTERO,85,38C74B3544A0C1BCB5E0250004A15759
BAY#211_SL,2021/09/13,COLI_FECAL,<5,409AC5B9CE6BBE2944A8A3E1D1D57A79
OCEAN#16_SL,2020/12/21,COLI_E,<10,C57EAFE8414B60BD6F184DE9448BED4C
OCEAN#16_SL,2020/12/21,COLI_TOTAL,<10,86B57371AF22C2C300EC37E490BFD1A1
OCEAN#18_SL,2020/11/23,COLI_E,<10,81AB2199B571499C97EE3FF677457DD1
OCEAN#18_SL,2020/11/23,COLI_TOTAL,<10,1B43CE306580497C590DE730304E5B4F
OCEAN#18_SL,2020/11/23,ENTERO,<10,787C022B5235EC59593A0E6D5357B56C
OCEAN#16_SL,2020/12/21,ENTERO,<10,24F4F1DB490657433F8EBB7D7497DFA1
OCEAN#17_SL,2020/12/07,COLI_E,<10,EC7B26DB3728A9121955D7AD3BA1502D
OCEAN#17_SL,2020/12/07,COLI_TOTAL,10,84D1343937FC5C02E9B210983B229D44
OCEAN#17_SL,2020/12/07,ENTERO,<10,8F87DF72C3922626822D17D2C6B63EF0
BAY#211_SL,2021/09/13,COLI_TOTAL,30,714937F77E966F6B4F54768337B41F05
BAY#202.5_SL,2021/12/20,COLI_FECAL,5,25111C603B31A75BC261ED68816BB0B8
BAY#202.5_SL,2021/12/20,COLI_TOTAL,<10,69C9A2EB015F37FA205E0933AE177826
OCEAN#16_SL,2021/01/19,COLI_E,10,4906D6728920DE7311E6644EDAD10EA1
OCEAN#16_SL,2021/01/19,COLI_TOTAL,52,1679ECB028248DED711512D0950100A7
OCEAN#16_SL,2021/01/19,ENTERO,<10,A2C6126576A91EAEC7C03173793F24C4
BAY#301.2_SL,2021/02/01,COLI_E,20,2545229D62E00759EA663546C24EBEE9
BAY#301.2_SL,2021/02/01,COLI_TOTAL,813,E42564B1F4C823EA343218F878958802
BAY#301.2_SL,2021/02/01,ENTERO,30,7C01B53629F0B587AB1AC6F6A58B6DDF
BAY#202.5_SL,2021/12/20,ENTERO,<10,34D3081A1E317CFC90B7B4E9AEA617FE
OCEAN#19_SL,2020/11/09,COLI_E,<10,89003AB22313485E2508230CB9AC3A8E
OCEAN#19_SL,2020/11/09,COLI_TOTAL,259,31F2BBCC0804C82FA9F3EF6095FFE61E
OCEAN#19_SL,2020/11/09,ENTERO,10,EF7EF4CD896945BB121022246E173168
OCEAN#15EAST_SL,2021/03/01,COLI_E,<10,3ED3315926E2B473C3C7EA2869051ED5
OCEAN#15EAST_SL,2021/03/01,COLI_TOTAL,41,C45BEA560841555451F51D210BA884BC
OCEAN#15EAST_SL,2021/03/01,ENTERO,<10,35B3A347B930F2839F616CE9AA1E5A48
BAY#300.1_SL,2021/05/10,COLI_FECAL,<5,BF14DA3427F7F2C20C4AA51BA05F5833
BAY#300.1_SL,2021/05/10,COLI_TOTAL,<10,74D96DC79817E27EB49CE0B4B71494F6
BAY#300.1_SL,2021/05/10,ENTERO,<10,A10D5B6B4EA80F3834430BD13D958AD9
OCEAN#17_SL,2021/01/19,COLI_E,<10,242C67080B36C770FC1C2F45784EAFA0
OCEAN#17_SL,2021/01/19,COLI_TOTAL,10,5D173758F8799E9A5E19D960B824052A
OCEAN#16_SL,2021/01/04,COLI_E,<10,077AC4D90F1BCA8E0E589C621AFE2D56
OCEAN#16_SL,2021/01/04,COLI_TOTAL,<10,8655FB96F881E07FE19E396F1254C2E2
OCEAN#17_SL,2020/12/21,COLI_E,20,BA477EEF15255844FBFB619BE2F29D8F
OCEAN#17_SL,2020/12/21,COLI_TOTAL,31,783797A461B202F05F0FD1F64FFC1F18
OCEAN#17_SL,2020/12/21,ENTERO,<10,52B2A32A4BFF25A0C7145F14B8308B8F
OCEAN#16_SL,2021/01/04,ENTERO,<10,C669722A98BF800C79EFB8BDD031D6DC
BAY#202.5_SL,2021/12/14,COLI_FECAL,75,7A9E9072A2A88CE15AE53834798BE8C1
BAY#220_SL,2021/07/19,COLI_FECAL,<5,91382A5B79516E269CF997158052F76C
BAY#220_SL,2021/07/19,COLI_TOTAL,<10,7590A14560D1FD1CFE996BFB81E71BA1
BAY#220_SL,2021/07/19,ENTERO,<10,236A8D8BEE238BE976A29E4EF469F329
BAY#202.5_SL,2021/12/06,COLI_FECAL,15,68C48BB6C881A687FB036AA9B0BA8A5E
BAY#210.1_SL,2021/10/26,COLI_FECAL,90,BA8EDE079F10356B078FA9589297158E
BAY#210.1_SL,2021/10/26,COLI_TOTAL,304,F7F19F9D75620569E67FF635B46E55B8
BAY#210.1_SL,2021/10/26,ENTERO,20,4A966CEF0A6F486D698AE15624679EA3
BAY#202.4_SL,2021/11/22,COLI_TOTAL,10,913145BABC32E0705606DF3C3E58A6A3
BAY#202.4_SL,2021/11/22,ENTERO,<10,3753C0F04E10459393DFBFC99E897A30
BAY#202.5_SL,2021/12/23,COLI_TOTAL,1800,EB284E9724F4EBCC41506B18B2D9E5A1
BAY#202.5_SL,2021/11/22,COLI_FECAL,5,0FD60BBBCBCD88A368FF6B8CC175BC88
BAY#202.5_SL,2021/11/22,COLI_TOTAL,80,59A74B4BE01498FB26624BCB8FE234B1
BAY#301.1_SL,2021/03/02,COLI_E,<10,FC592326DC3D9FEAD360AB1170244895
BAY#301.1_SL,2021/03/02,COLI_TOTAL,754,140DE6A54D648E3FAD3600A0D2117B11
BAY#301.1_SL,2021/03/02,ENTERO,20,DE63842FCF0C08D59DF34B647782202C
BAY#301.1_SL,2021/03/01,COLI_E,776,F46A06956C67C9E9AEEE85D3B70C1C7C
BAY#301.1_SL,2021/03/01,COLI_TOTAL,3873,2512198C4206155906B453DFDD7293F5
OCEAN#18_SL,2020/12/07,COLI_E,<10,BC85AA67BB14B71A1D0CE7D8A646D100
OCEAN#19_SL,2020/11/23,COLI_E,<10,150F9A18E7EE0ACF119E71AB7B55994C
OCEAN#19_SL,2020/11/23,COLI_TOTAL,<10,E278589F46ABA3511E1F596BA70DE7EA
OCEAN#19_SL,2020/11/23,ENTERO,<10,74B3BDD0EA026EEB0111997AB3CDBCC5
OCEAN#18_SL,2020/12/07,COLI_TOTAL,10,8DCAA7B0B09D22C7E7BC2218FC96F632
OCEAN#21.1_SL,2020/11/09,COLI_E,<10,1EAE45EC9777792D18825556D8E15469
OCEAN#21.1_SL,2020/11/09,COLI_TOTAL,231,A641CBB7733ACCC9A95EF8847B479377
OCEAN#21.1_SL,2020/11/09,ENTERO,<10,BD24B112476D4AF4D000756CABF70E91
OCEAN#18_SL,2020/12/07,ENTERO,<10,86A420BB0548DEA80B04E6336A95A0E0
BAY#301.1_SL,2021/03/01,ENTERO,3448,B12A67B245D1B55D4422EAED6B116FA7
BAY#300.1_SL,2021/03/30,COLI_E,20,6469746DB9BD4105C3BFD80AAB98689A
BAY#320_SL,2021/02/01,COLI_E,20,B23B3AA906332083ED848200E1255C48
BAY#220_SL,2021/05/03,ENTERO,10,D721E5E5ABAC02C7DB398F821F7E8553
BAY#211_SL,2021/06/01,COLI_TOTAL,10,50DFE2FA6505E7A17BAF6A205DDB694F
BAY#211_SL,2021/06/01,ENTERO,<10,0BCEFAF29DE95D629C408DB77858676E
BAY#202.4_SL,2021/11/15,COLI_FECAL,25,1F971AB3D51945362B15A7BDEEEB2BB4
BAY#202.4_SL,2021/11/15,COLI_TOTAL,40,10DE9D901FDD0965A4F9EFD1E207D2C6
BAY#202.4_SL,2021/11/15,ENTERO,10,B581EBF580CF9260A9FBE4FA8E51B59F
BAY#300.1_SL,2021/03/22,COLI_E,<10,2B868AC0A36BE93BA397022F595394B1
BAY#300.1_SL,2021/03/22,COLI_TOTAL,135,A6D45660EBF0B1D0508019FB6D1EA07E
BAY#300.1_SL,2021/03/22,ENTERO,10,6187E1ECC22DD70BBC5A5E508E02FAE9
BAY#301.1_SL,2021/02/22,COLI_E,10,6D37ACBAAD8CDE02833B61746137D449
BAY#301.1_SL,2021/02/22,COLI_TOTAL,932,3E0D6B5D0C0143EFA6E2466645989466
OCEAN#18_SL,2020/11/30,COLI_E,75,F0630986FE76F970B4A72D7BDFA70330
OCEAN#19_SL,2020/11/16,COLI_E,31,0A09C143A7EE8BF784167056E14F0EFE
OCEAN#19_SL,2020/11/16,COLI_TOTAL,41,3B99A0F4AF1A9C79AC72B3FF46055BDF
OCEAN#19_SL,2020/11/16,ENTERO,52,5A6BB49568F5D02629F148ED04001FFF
OCEAN#18_SL,2020/11/30,COLI_TOTAL,98,687A3E9C3924EDCDC92E74C6C0F30635
OCEAN#18_SL,2020/11/30,ENTERO,<10,D5C829780BDAF2FD6D6845ABD416CB32
OCEAN#16_SL,2021/01/11,ENTERO,<10,7CB1D7D8462C96DC8F53FD4C3876E71E
BAY#301.1_SL,2021/02/22,ENTERO,63,30ECDCEDD5966B0132B3ACF377A9FEB9
BAY#301.2_SL,2021/02/08,COLI_E,<10,ED51A5A056B71A8652D5904D36AD0390
BAY#301.2_SL,2021/02/08,COLI_TOTAL,52,4885F87B1BFD4FB55CB7E4830A817DCD
BAY#301.2_SL,2021/02/08,ENTERO,31,2DBFCD37AAE2EFC8EAE54224A9E64486
BAY#210.1_SL,2021/09/07,COLI_FECAL,<5,D0D248F088F49B0C06A5A910B260C9E6
BAY#210.1_SL,2021/09/07,COLI_TOTAL,30,D2E3ED0FAE9CFB32C20AC87CAAAA5743
BAY#210.1_SL,2021/09/07,ENTERO,<10,D76B7D59BE71C090DCFD2A8961E8067C
BAY#211_SL,2021/06/14,COLI_FECAL,5,A27955CB4FF715D0C58440C25CB01F74
BAY#211_SL,2021/06/14,COLI_TOTAL,<10,F2FA3C066A66E37D86693D66CD525082
BAY#211_SL,2021/06/14,ENTERO,<10,E3BCEE8C9887688E9E69907575E2F5B2
BAY#202.5_SL,2021/11/15,COLI_FECAL,<5,20755BD06B75646119EF07A4349F2394
OCEAN#16_SL,2020/12/28,COLI_E,<10,2741DD37F73D874D5E913017B0F0690B
OCEAN#17_SL,2020/12/14,COLI_E,10,D2E6E5EB8B4AEF6155583B69AF6282EA
OCEAN#17_SL,2020/12/14,COLI_TOTAL,134,4B8C8AD7E1B8C9418E0DB37390112616
OCEAN#17_SL,2020/12/14,ENTERO,10,95E5DB460A7C43E863BCE61DADD55156
OCEAN#16_SL,2020/12/28,COLI_TOTAL,10,86FD20C0794F2901E06FB72CFBB1975B
OCEAN#16_SL,2020/12/28,ENTERO,<10,4D2D0F207D279A57D2694506BB9475FE
BAY#202.4_SL,2021/11/01,ENTERO,10,3278D82823D2F51C1CF22F7F207084C8
BAY#230_SL,2021/04/19,COLI_FECAL,5,F18CFE3DECDC32716B744F0CC4C193E9
BAY#230_SL,2021/04/19,COLI_TOTAL,<10,A75D42A27962A60E66A6DEE7CEBFFF75
BAY#230_SL,2021/04/19,ENTERO,<10,51BEF788465A051DEE2F3E29AE7E148C
BAY#202.5_SL,2021/11/15,COLI_TOTAL,110,7EB3C9838CEF6FBDD0917C81DB0801F4
BAY#210.1_SL,2021/07/26,COLI_FECAL,5,9BAD57990271DBEA0B42AF43B7AA93BF
BAY#210.1_SL,2021/07/26,COLI_TOTAL,<10,782323658AA7B027AD39B23AEF2F8E9F
BAY#301.1_SL,2021/03/11,COLI_E,<10,B7F26FB51CFCE5DC541AD3375D19C05F
BAY#301.1_SL,2021/03/11,COLI_TOTAL,620,A7BBF2B24289EF6899E1F8814E6FE4DD
OCEAN#19_SL,2020/11/30,COLI_E,<10,480C2038389F28C08516BD143CB2AC71
OCEAN#21.1_SL,2020/11/17,COLI_E,41,719CA69A1F8872D5FEB2BFBB7F17C411
OCEAN#21.1_SL,2020/11/17,COLI_TOTAL,131,1DEB860E260F967C96D5F4F0E2306500
OCEAN#21.1_SL,2020/11/17,ENTERO,31,35E7391B875E7B47E58310C64915C9CC
OCEAN#21.1_SL,2020/11/16,COLI_E,62,13F60F0377EDB2076BD45F71A6D82FF6
OCEAN#21.1_SL,2020/11/16,COLI_TOTAL,1725,3EAD0B7D925A84EC2307B9EEAC756B12
OCEAN#21.1_SL,2020/11/16,ENTERO,109,20F078CF8DA60FC25AE06CEAF69E909C
OCEAN#19_SL,2020/11/30,COLI_TOTAL,20,504348541AE4DD5EA1C9BBCE23DB8C2C
OCEAN#19_SL,2020/11/30,ENTERO,<10,20ABA7AF554FA77545535780A925DA2C
BAY#301.1_SL,2021/03/11,ENTERO,30,67D093129165966C98A1662ECCEE5C3D
BAY#320_SL,2021/02/01,COLI_TOTAL,3448,155A86AF0E0757EE9BE373E7B8D36865
BAY#320_SL,2021/02/01,ENTERO,20,9D5FE956DD625B2AA75E35F4C98FFA21
BAY#320_SL,2021/01/31,COLI_E,30,EEDE0E118CB90D4C45E1B0616DAD97A9
BAY#320_SL,2021/01/31,COLI_TOTAL,7701,8487476BD550649F5BD6B1100974A3B7
BAY#320_SL,2021/01/31,ENTERO,30,8D032B9753C7507A895AC8DD40A1B266
BAY#230_SL,2021/04/26,ENTERO,20,2402D2475A80FD5F5852CA1DE06E5550
BAY#202.5_SL,2021/12/14,COLI_TOTAL,600,85DB0309B9099F14B12DFC373762F6E8
BAY#202.4_SL,2021/10/26,COLI_FECAL,90,9437092AFB39D8AF744C64D45679FA43
BAY#202.4_SL,2021/10/26,COLI_TOTAL,265,3148671906D58849D4D2D50879116AEB
BAY#220_SL,2021/05/24,COLI_FECAL,5,BCDDEC59EF3366C8E1E6495AC480BA60
BAY#301.1_SL,2021/03/15,COLI_E,<10,17D8C9747C09D69F476E8B166E39D285
BAY#301.1_SL,2021/03/15,COLI_TOTAL,2098,1A520F56A3E3CD7D21097E444C881FAB
BAY#301.1_SL,2021/03/15,ENTERO,20,F4E4EBFBDF672C51CE7459916CCC2EC8
BAY#220_SL,2021/05/24,COLI_TOTAL,10,41C331EA78E01CA826EF561BECA89FC3
BAY#220_SL,2021/05/24,ENTERO,<10,7492C5263E61D145327A9B5F4CD63D6D
OCEAN#21.1_SL,2020/11/23,COLI_E,<10,A0C301A6E81A48071C4F1E2260FB3C50
OCEAN#21.1_SL,2020/11/23,COLI_TOTAL,<10,DE1B13EEA9CE9192D4E0B535510BE808
OCEAN#21.1_SL,2020/11/23,ENTERO,<10,0D472C65DA3504C0990B24FD8D2D8E4D
BAY#210.1_SL,2021/10/25,COLI_FECAL,295,AC675F1EA436FD5276AB8C9B95E73E93
BAY#210.1_SL,2021/10/25,COLI_TOTAL,1960,DACA43E8F87825FB599B629E894BDC05
BAY#300.1_SL,2021/04/12,COLI_FECAL,5,6CF5B5AD69A1CC37C73E9009208AAA79
BAY#300.1_SL,2021/04/12,COLI_TOTAL,20,36436592F2BA0D00A449209868FCDB49
BAY#301.1_SL,2021/03/10,COLI_E,158,489D9CD744277B8CAFEDF3CB5290DE45
BAY#301.1_SL,2021/03/10,COLI_TOTAL,689,D137304B745CDCA8DDF851B3F0642313
BAY#301.1_SL,2021/03/10,ENTERO,1054,EFF08EC1B5B7408D0BF6CC6A5236776D
BAY#301.1_SL,2021/03/09,COLI_E,209,3BC1FBC4F15C7C7665FCF2B2CCD56B1D
BAY#301.1_SL,2021/03/09,COLI_TOTAL,512,1843F829B63E3B5037C9DF1C9C8E3506
BAY#301.1_SL,2021/03/09,ENTERO,187,5901B09A42F1392C0D3738C1E27FF16C
BAY#301.1_SL,2021/03/08,COLI_E,10,DA0EC46629C306089DEE64D2E7FB35E0
BAY#301.1_SL,2021/03/08,COLI_TOTAL,84,4EF03F881CF8719E863CFF786BD626A6
BAY#301.1_SL,2021/03/08,ENTERO,481,5279FD1CA2D81E9A841513CBC02DDD7A
BAY#210.1_SL,2021/07/26,ENTERO,<10,15B1145B3DE507B52C8C5CE81FB0E55B
BAY#220_SL,2021/05/17,COLI_FECAL,5,2807CE8BC6ABCD3313585E61FBC006A0
BAY#220_SL,2021/05/17,COLI_TOTAL,<10,7B096560BE8C98CF19D4EEFF2D435E60
BAY#210.1_SL,2021/10/24,COLI_FECAL,30,7D46F5953F57001FDD29B69A1DF74541
BAY#301.2_SL,2021/02/22,COLI_E,<10,262AAC06A26587FAF0561BBED68633C6
BAY#210.1_SL,2021/10/24,COLI_TOTAL,344,3477E668A3D6CE1EB8B2993922E4D63A
OCEAN#19_SL,2021/01/25,COLI_E,<10,1C014769396D81860B18B90723EE9D9D
OCEAN#19_SL,2021/01/25,COLI_TOTAL,10,19455BF8475FD14B56DC42E8EEE9D19E
OCEAN#19_SL,2021/01/25,ENTERO,<10,9CCAFC19F6014C29F02EB5AAFF21EE66
OCEAN#18_SL,2020/12/14,COLI_E,31,440030BBB515712590FEA8DC053FA829
OCEAN#18_SL,2020/12/14,COLI_TOTAL,218,FBD459F84C1486762EF966E28D8540EC
OCEAN#18_SL,2020/12/14,ENTERO,75,BABA11AC59267EF70EBAE5C7CBB8EF5C
BAY#320_SL,2021/02/08,COLI_E,<10,52C982A4DF4396F4968D2092BF12F7DD
OCEAN#17_SL,2021/01/11,COLI_E,10,A728891264AFF4D77564CFAE62530342
OCEAN#17_SL,2020/12/28,COLI_E,<10,C3A9A3F817C735E6D713A426E155D94B
OCEAN#17_SL,2020/12/28,COLI_TOTAL,31,9F964AFB04A022E84D56F73AB70D2D13
OCEAN#17_SL,2020/12/28,ENTERO,<10,EF0FA02046EA81041A9DF51FECCB40CC
OCEAN#17_SL,2021/01/11,COLI_TOTAL,41,FACE22182CA0F6E108E4AB9B65045AA8
OCEAN#17_SL,2021/01/11,ENTERO,10,D4432E32C0128DCAC1A61BD15161ADF7
BAY#320_SL,2021/02/08,COLI_TOTAL,228,B35B0F10D76C5B861DFD481BCB3EFD96
BAY#320_SL,2021/02/08,ENTERO,<10,4BB513618A26521A1998EB531DB8E1C9
BAY#301.2_SL,2021/02/22,COLI_TOTAL,187,B0D9870318DEA796404ADD4CBC8560D5
BAY#301.2_SL,2021/02/22,ENTERO,<10,0A3193C6CA7C7D1724D8977E135B0705
BAY#220_SL,2021/05/17,ENTERO,20,29D7289899CC9AC68C345A6E021512D8
OCEAN#21.1_SL,2020/11/30,COLI_E,<10,724F7FB72D1E58B8A9593123F31A41C9
OCEAN#21.1_SL,2020/11/30,COLI_TOTAL,<10,902FB57FB5CC76DE0DD90469D92A920F
OCEAN#21.1_SL,2020/11/30,ENTERO,<10,354C72F96F2912CEB5D01495B770AA7A
BAY#300.1_SL,2021/04/05,COLI_FECAL,10,0F3CE9239EC7C3F459FEA628898D5775
BAY#300.1_SL,2021/04/05,COLI_TOTAL,26,2F91FE4638A5DE452B102CAE76D798D0
BAY#300.1_SL,2021/04/05,ENTERO,<10,06D8247FE1FD92AAE706217F822216C0
OCEAN#19_SL,2020/12/07,COLI_E,<10,64A3C829A8F50C11E674BC74F28928BC
OCEAN#19_SL,2020/12/07,COLI_TOTAL,<10,E6487BECF23057DCF42B17CA056FF000
OCEAN#19_SL,2020/12/07,ENTERO,<10,7A11C108E1751A10A855C0CFB72CCFD4
OCEAN#17_SL,2021/01/19,ENTERO,10,87634FEEAFF3940051848E954ADEE14D
BAY#300.1_SL,2021/04/12,ENTERO,<10,D9F4021CD9F2A95A9F911AE166E12384
BAY#202.4_SL,2021/10/26,ENTERO,20,3F2E41A9216D4F98CD5DAC7E2A165002
OCEAN#18_SL,2020/12/21,COLI_E,<10,DCF196D6C0D188E6A928EFE3DB679B2D
OCEAN#18_SL,2020/12/21,COLI_TOTAL,20,75320D25B52B45273F4A5BE926554A4C
OCEAN#18_SL,2020/12/21,ENTERO,10,094CBF3AB0CC7A36A17C020383D7C724
BAY#211_SL,2021/07/20,COLI_FECAL,10,903506C44E9F55E22BB1BD01833EFCE3
OCEAN#17_SL,2021/01/04,COLI_E,<10,A4FF12E9F6260563C68B1484890D67E5
OCEAN#17_SL,2021/01/04,COLI_TOTAL,<10,50549B1B42751E54B8BEBCC67481D3B4
OCEAN#17_SL,2021/01/04,ENTERO,<10,44FCE504E4AD9012C3E5C84EB1D622C9
BAY#202.4_SL,2021/10/25,COLI_FECAL,510,4154853F09855C1E1DFB87EB49072730
BAY#210.1_SL,2021/10/24,ENTERO,63,343EA835C62BBB30E290401F9FD4D755
BAY#202.5_SL,2021/12/14,ENTERO,74,51E6719D679BA412C6D2A3133712B466
BAY#202.5_SL,2021/12/13,COLI_FECAL,560,854E416617ADE51A77E2D99855ABC52B
BAY#202.5_SL,2021/12/06,COLI_TOTAL,20,C32685771F91748D7D04D8DACADEFCC5
BAY#202.5_SL,2021/12/06,ENTERO,<10,DDBAFF2C6F9325EFDC8FDAFC483E64FB
OCEAN#15EAST_SL,2021/02/01,COLI_E,<10,F01699B49CEFA846D8AA5454ED55788C
OCEAN#15EAST_SL,2021/02/01,COLI_TOTAL,41,267840FEA708E5249AC411D23FB3946D
OCEAN#15EAST_SL,2021/02/01,ENTERO,<10,B00769309CB2779AFFFD5E55CC74FE1C
BAY#210.1_SL,2022/02/22,COLI_FECAL,<5,AE33A6F5D2D367868C6C6142B39F5D02
BAY#320_SL,2021/03/30,COLI_E,<10,81EFEB6FAFFF5AD714A5C6BE9340EF1B
BAY#320_SL,2021/03/30,COLI_TOTAL,216,5BA9BA92DBD931A9DACAADCE1C326493
BAY#320_SL,2021/03/30,ENTERO,<10,9523783AAA2F380D9CA309E8B6BE226C
BAY#210.1_SL,2022/02/22,ENTERO,<10,1DF486D00DEB5711FF030E353708249E
OCEAN#15EAST_SL,2021/03/15,COLI_E,<10,A8D9C502DCB5AC3063388A3021C54512
OCEAN#16_SL,2021/02/16,COLI_E,<10,E59C88AB4629005E9EA6F7A02DA74CEB
OCEAN#16_SL,2021/02/16,COLI_TOTAL,<10,FF26EB771E501F51C09ABC190158E0A0
OCEAN#16_SL,2021/02/16,ENTERO,<10,B138D1662D5DF29F8F625CBCC3B7A00B
OCEAN#15EAST_SL,2021/03/15,COLI_TOTAL,20,47BF44B0E7B8A5D583F5AD4BA06DAB75
